"id","active","date_created","description","image_url","last_updated","name","sku","unit_price","units_in_stock","category_id"
16,True,"2023-04-18 15:21:16.408206","Learn Data Science at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1010.png",NULL,"Beginners Guide to Data Science","BOOK-TECH-1010",24.99,100,1
17,True,"2023-04-18 15:21:16.408206","Learn Java at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1011.png",NULL,"Advanced Techniques in Java","BOOK-TECH-1011",19.99,100,1
18,True,"2023-04-18 15:21:16.408206","Learn DevOps at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1012.png",NULL,"Exploring DevOps","BOOK-TECH-1012",24.99,100,1
19,True,"2023-04-18 15:21:16.408206","Learn SQL at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1013.png",NULL,"The Expert Guide to SQL","BOOK-TECH-1013",19.99,100,1
20,True,"2023-04-18 15:21:16.408206","Learn SQL at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1014.png",NULL,"Introduction to SQL","BOOK-TECH-1014",22.99,100,1
21,True,"2023-04-18 15:21:16.408206","Learn JavaScript at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1015.png",NULL,"The Expert Guide to JavaScript","BOOK-TECH-1015",22.99,100,1
22,True,"2023-04-18 15:21:16.408206","Learn React.js at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1016.png",NULL,"Exploring React.js","BOOK-TECH-1016",27.99,100,1
23,True,"2023-04-18 15:21:16.408206","Learn React.js at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1017.png",NULL,"Advanced Techniques in React.js","BOOK-TECH-1017",13.99,100,1
24,True,"2023-04-18 15:21:16.408206","Learn C# at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1018.png",NULL,"Introduction to C#","BOOK-TECH-1018",26.99,100,1
25,True,"2023-04-18 15:21:16.408206","Learn JavaScript at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1019.png",NULL,"Crash Course in JavaScript","BOOK-TECH-1019",13.99,100,1
26,True,"2023-04-18 15:21:16.408206","Learn Machine Learning at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1020.png",NULL,"Introduction to Machine Learning","BOOK-TECH-1020",19.99,100,1
27,True,"2023-04-18 15:21:16.408206","Learn Java at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1021.png",NULL,"Become a Guru in Java","BOOK-TECH-1021",18.99,100,1
28,True,"2023-04-18 15:21:16.408206","Learn Python at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1022.png",NULL,"Introduction to Python","BOOK-TECH-1022",26.99,100,1
29,True,"2023-04-18 15:21:16.408206","Learn C# at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1023.png",NULL,"Advanced Techniques in C#","BOOK-TECH-1023",22.99,100,1
30,True,"2023-04-18 15:21:16.408206","Learn Machine Learning at your own pace. The author explains how the technology works in easy-to-understand language. This book includes working examples that you can apply to your own projects. Purchase the book and get started today!","assets/images/products/books/book-luv2code-1024.png",NULL,"The Expert Guide to Machine Learning","BOOK-TECH-1024",16.99,100,1
31,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1000.png",NULL,"Coffee Mug - Express","COFFEEMUG-1000",18.99,100,2
32,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1001.png",NULL,"Coffee Mug - Cherokee","COFFEEMUG-1001",18.99,100,2
33,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1002.png",NULL,"Coffee Mug - Sweeper","COFFEEMUG-1002",18.99,100,2
34,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1003.png",NULL,"Coffee Mug - Aspire","COFFEEMUG-1003",18.99,100,2
35,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1004.png",NULL,"Coffee Mug - Dorian","COFFEEMUG-1004",18.99,100,2
36,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1005.png",NULL,"Coffee Mug - Columbia","COFFEEMUG-1005",18.99,100,2
37,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1006.png",NULL,"Coffee Mug - Worthing","COFFEEMUG-1006",18.99,100,2
38,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1007.png",NULL,"Coffee Mug - Oak Cliff","COFFEEMUG-1007",18.99,100,2
39,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1008.png",NULL,"Coffee Mug - Tachyon","COFFEEMUG-1008",18.99,100,2
40,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1009.png",NULL,"Coffee Mug - Pan","COFFEEMUG-1009",18.99,100,2
41,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1010.png",NULL,"Coffee Mug - Phase","COFFEEMUG-1010",18.99,100,2
42,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1011.png",NULL,"Coffee Mug - Falling","COFFEEMUG-1011",18.99,100,2
43,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1012.png",NULL,"Coffee Mug - Wispy","COFFEEMUG-1012",18.99,100,2
44,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1013.png",NULL,"Coffee Mug - Arlington","COFFEEMUG-1013",18.99,100,2
45,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1014.png",NULL,"Coffee Mug - Gazing","COFFEEMUG-1014",18.99,100,2
46,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1015.png",NULL,"Coffee Mug - Azura","COFFEEMUG-1015",18.99,100,2
47,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1016.png",NULL,"Coffee Mug - Quantum Leap","COFFEEMUG-1016",18.99,100,2
48,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1017.png",NULL,"Coffee Mug - Light Years","COFFEEMUG-1017",18.99,100,2
49,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1018.png",NULL,"Coffee Mug - Taylor","COFFEEMUG-1018",18.99,100,2
50,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1019.png",NULL,"Coffee Mug - Gracia","COFFEEMUG-1019",18.99,100,2
51,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1020.png",NULL,"Coffee Mug - Relax","COFFEEMUG-1020",18.99,100,2
52,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1021.png",NULL,"Coffee Mug - Windermere","COFFEEMUG-1021",18.99,100,2
53,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1022.png",NULL,"Coffee Mug - Prancer","COFFEEMUG-1022",18.99,100,2
54,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1023.png",NULL,"Coffee Mug - Recursion","COFFEEMUG-1023",18.99,100,2
55,True,"2023-04-18 15:29:29.499691","Do you love mathematics? If so, then you need this elegant coffee mug with an amazing fractal design. You don\t have to worry about boring coffee mugs anymore. This coffee mug will be the topic of conversation in the office, guaranteed! Buy it now!","assets/images/products/coffeemugs/coffeemug-luv2code-1024.png",NULL,"Coffee Mug - Treasure","COFFEEMUG-1024",18.99,100,2
56,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1000.png",NULL,"Mouse Pad - Express","MOUSEPAD-1000",17.99,100,3
57,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1001.png",NULL,"Mouse Pad - Cherokee","MOUSEPAD-1001",17.99,100,3
58,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1002.png",NULL,"Mouse Pad - Sweeper","MOUSEPAD-1002",17.99,100,3
59,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1003.png",NULL,"Mouse Pad - Aspire","MOUSEPAD-1003",17.99,100,3
60,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1004.png",NULL,"Mouse Pad - Dorian","MOUSEPAD-1004",17.99,100,3
61,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1005.png",NULL,"Mouse Pad - Columbia","MOUSEPAD-1005",17.99,100,3
62,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1006.png",NULL,"Mouse Pad - Worthing","MOUSEPAD-1006",17.99,100,3
63,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1007.png",NULL,"Mouse Pad - Oak Cliff","MOUSEPAD-1007",17.99,100,3
64,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1008.png",NULL,"Mouse Pad - Tachyon","MOUSEPAD-1008",17.99,100,3
65,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1009.png",NULL,"Mouse Pad - Pan","MOUSEPAD-1009",17.99,100,3
66,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1010.png",NULL,"Mouse Pad - Phase","MOUSEPAD-1010",17.99,100,3
67,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1011.png",NULL,"Mouse Pad - Falling","MOUSEPAD-1011",17.99,100,3
68,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1012.png",NULL,"Mouse Pad - Wispy","MOUSEPAD-1012",17.99,100,3
69,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1013.png",NULL,"Mouse Pad - Arlington","MOUSEPAD-1013",17.99,100,3
70,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1014.png",NULL,"Mouse Pad - Gazing","MOUSEPAD-1014",17.99,100,3
71,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1015.png",NULL,"Mouse Pad - Azura","MOUSEPAD-1015",17.99,100,3
72,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1016.png",NULL,"Mouse Pad - Quantum Leap","MOUSEPAD-1016",17.99,100,3
73,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1017.png",NULL,"Mouse Pad - Light Years","MOUSEPAD-1017",17.99,100,3
74,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1018.png",NULL,"Mouse Pad - Taylor","MOUSEPAD-1018",17.99,100,3
75,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1019.png",NULL,"Mouse Pad - Gracia","MOUSEPAD-1019",17.99,100,3
76,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1020.png",NULL,"Mouse Pad - Relax","MOUSEPAD-1020",17.99,100,3
77,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1021.png",NULL,"Mouse Pad - Windermere","MOUSEPAD-1021",17.99,100,3
78,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1022.png",NULL,"Mouse Pad - Prancer","MOUSEPAD-1022",17.99,100,3
79,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1023.png",NULL,"Mouse Pad - Recursion","MOUSEPAD-1023",17.99,100,3
80,True,"2023-04-18 15:29:29.499691","Fractal images are amazing! You can now own a mouse pad with a unique and amazing fractal. The mouse pad is made of a durable and smooth material. Your mouse will easily glide across the mouse pad. This mouse pad will brighten your workspace. Buy it now!","assets/images/products/mousepads/mousepad-luv2code-1024.png",NULL,"Mouse Pad - Treasure","MOUSEPAD-1024",17.99,100,3
81,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1000.png",NULL,"Luggage Tag - Cherish","LUGGAGETAG-1000",16.99,100,4
82,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1001.png",NULL,"Luggage Tag - Adventure","LUGGAGETAG-1001",16.99,100,4
83,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1002.png",NULL,"Luggage Tag - Skyline","LUGGAGETAG-1002",16.99,100,4
84,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1003.png",NULL,"Luggage Tag - River","LUGGAGETAG-1003",16.99,100,4
85,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1004.png",NULL,"Luggage Tag - Trail Steps","LUGGAGETAG-1004",16.99,100,4
86,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1005.png",NULL,"Luggage Tag - Blooming","LUGGAGETAG-1005",16.99,100,4
87,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1006.png",NULL,"Luggage Tag - Park","LUGGAGETAG-1006",16.99,100,4
88,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1007.png",NULL,"Luggage Tag - Beauty","LUGGAGETAG-1007",16.99,100,4
89,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1008.png",NULL,"Luggage Tag - Water Fall","LUGGAGETAG-1008",16.99,100,4
